TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),Codec
6.37574E+13,21.7,0.6,6,0,15,0.1,HEVC
6.37574E+13,21.3,0.3,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0.1,HEVC
6.37574E+13,22.4,1.4,6,0,15,0,HEVC
6.37574E+13,21.5,0.5,6,0,15,0.1,HEVC
6.37574E+13,21.6,0.6,6,0,15,0,HEVC
6.37574E+13,21.7,0.7,6,0,15,0,HEVC
6.37574E+13,22.3,1.3,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
6.37574E+13,21.7,0.7,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
6.37574E+13,21.9,0.9,6,0,15,0,HEVC
6.37574E+13,21.2,0.2,6,0,15,0.1,HEVC
6.37574E+13,24,3,6,0.1,15,0,HEVC
6.37574E+13,25.1,4.1,6,0,15,0,HEVC
6.37574E+13,22.4,1.4,6,0,15,0,HEVC
6.37574E+13,22.4,1.3,6,0.1,15,0,HEVC
6.37574E+13,22.3,1.3,6,0,15,0,HEVC
6.37574E+13,23.4,2.4,6,0,15,0.1,HEVC
6.37574E+13,21.7,0.7,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
6.37574E+13,21.8,0.8,6,0,15,0.1,HEVC
6.37574E+13,22.2,1.2,6,0,15,0.1,HEVC
6.37574E+13,21.7,0.7,6,0,15,0.1,HEVC
6.37574E+13,21.6,0.6,6,0,15,0,HEVC
6.37574E+13,21.5,0.5,6,0,15,0,HEVC
6.37574E+13,21.8,0.8,6,0,15,0,HEVC
6.37574E+13,22.2,1.2,6,0,15,0,HEVC
6.37574E+13,21.9,0.9,6,0,15,0,HEVC
6.37574E+13,21.5,0.4,6,0,15,0,HEVC
6.37574E+13,21.6,0.6,6,0,15,0,HEVC
6.37574E+13,21.7,0.7,6,0,15,0.1,HEVC
6.37574E+13,22,1,6,0,15,0,HEVC
6.37574E+13,21.7,0.7,6,0,15,0.3,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
6.37574E+13,21.4,0.4,6,0,15,0,HEVC
